date,Departures,Arrivals,company_name,flights
24.08.19,371,375,Flughafen Zürich AG,746
25.08.19,397,403,Flughafen Zürich AG,800
26.08.19,404,401,Flughafen Zürich AG,805
27.08.19,389,379,Flughafen Zürich AG,768
28.08.19,402,413,Flughafen Zürich AG,815
29.08.19,400,399,Flughafen Zürich AG,799
30.08.19,416,418,Flughafen Zürich AG,834
31.08.19,371,368,Flughafen Zürich AG,739
01.07.19,409,403,Flughafen Zürich AG,812
02.07.19,398,406,Flughafen Zürich AG,804
03.07.19,414,409,Flughafen Zürich AG,823
04.07.19,415,418,Flughafen Zürich AG,833
05.07.19,422,437,Flughafen Zürich AG,859
06.07.19,375,380,Flughafen Zürich AG,755
07.07.19,396,387,Flughafen Zürich AG,783
08.07.19,420,411,Flughafen Zürich AG,831
09.07.19,402,402,Flughafen Zürich AG,804
10.07.19,421,419,Flughafen Zürich AG,840
11.07.19,406,414,Flughafen Zürich AG,820
12.07.19,418,417,Flughafen Zürich AG,835
13.07.19,391,398,Flughafen Zürich AG,789
14.07.19,416,424,Flughafen Zürich AG,840
15.07.19,414,404,Flughafen Zürich AG,818
16.07.19,384,389,Flughafen Zürich AG,773
17.07.19,406,407,Flughafen Zürich AG,813
18.07.19,414,415,Flughafen Zürich AG,829
19.07.19,413,422,Flughafen Zürich AG,835
20.07.19,372,377,Flughafen Zürich AG,749
21.07.19,409,397,Flughafen Zürich AG,806
22.07.19,419,411,Flughafen Zürich AG,830
23.07.19,393,388,Flughafen Zürich AG,781
24.07.19,411,419,Flughafen Zürich AG,830
25.07.19,404,407,Flughafen Zürich AG,811
26.07.19,410,408,Flughafen Zürich AG,818
27.07.19,373,384,Flughafen Zürich AG,757
28.07.19,406,401,Flughafen Zürich AG,807
29.07.19,412,407,Flughafen Zürich AG,819
30.07.19,381,386,Flughafen Zürich AG,767
31.07.19,407,409,Flughafen Zürich AG,816
01.06.19,361,365,Flughafen Zürich AG,726
02.06.19,425,406,Flughafen Zürich AG,831
03.06.19,399,403,Flughafen Zürich AG,802
04.06.19,380,382,Flughafen Zürich AG,762
05.06.19,417,415,Flughafen Zürich AG,832
06.06.19,393,392,Flughafen Zürich AG,785
07.06.19,423,429,Flughafen Zürich AG,852
08.06.19,362,366,Flughafen Zürich AG,728
09.06.19,395,395,Flughafen Zürich AG,790
10.06.19,412,389,Flughafen Zürich AG,801
11.06.19,401,405,Flughafen Zürich AG,806
12.06.19,422,423,Flughafen Zürich AG,845
13.06.19,408,414,Flughafen Zürich AG,822
14.06.19,417,418,Flughafen Zürich AG,835
15.06.19,373,371,Flughafen Zürich AG,744
16.06.19,406,406,Flughafen Zürich AG,812
17.06.19,409,414,Flughafen Zürich AG,823
18.06.19,387,394,Flughafen Zürich AG,781
19.06.19,419,420,Flughafen Zürich AG,839
20.06.19,397,402,Flughafen Zürich AG,799
21.06.19,414,414,Flughafen Zürich AG,828
22.06.19,368,369,Flughafen Zürich AG,737
23.06.19,404,401,Flughafen Zürich AG,805
24.06.19,414,412,Flughafen Zürich AG,826
25.06.19,400,393,Flughafen Zürich AG,793
26.06.19,410,416,Flughafen Zürich AG,826
27.06.19,393,400,Flughafen Zürich AG,793
28.06.19,411,413,Flughafen Zürich AG,824
29.06.19,374,379,Flughafen Zürich AG,753
30.06.19,413,410,Flughafen Zürich AG,823
01.05.19,368,374,Flughafen Zürich AG,742
02.05.19,377,378,Flughafen Zürich AG,755
03.05.19,393,393,Flughafen Zürich AG,786
04.05.19,358,357,Flughafen Zürich AG,715
05.05.19,390,375,Flughafen Zürich AG,765
06.05.19,390,391,Flughafen Zürich AG,781
07.05.19,389,389,Flughafen Zürich AG,778
08.05.19,388,390,Flughafen Zürich AG,778
09.05.19,377,381,Flughafen Zürich AG,758
10.05.19,406,405,Flughafen Zürich AG,811
11.05.19,358,363,Flughafen Zürich AG,721
12.05.19,377,379,Flughafen Zürich AG,756
13.05.19,409,394,Flughafen Zürich AG,803
14.05.19,370,379,Flughafen Zürich AG,749
15.05.19,406,394,Flughafen Zürich AG,800
16.05.19,396,406,Flughafen Zürich AG,802
17.05.19,407,410,Flughafen Zürich AG,817
18.05.19,355,351,Flughafen Zürich AG,706
19.05.19,384,386,Flughafen Zürich AG,770
20.05.19,402,393,Flughafen Zürich AG,795
21.05.19,366,374,Flughafen Zürich AG,740
22.05.19,396,387,Flughafen Zürich AG,783
23.05.19,394,401,Flughafen Zürich AG,795
24.05.19,415,409,Flughafen Zürich AG,824
25.05.19,355,361,Flughafen Zürich AG,716
26.05.19,385,382,Flughafen Zürich AG,767
27.05.19,405,407,Flughafen Zürich AG,812
28.05.19,373,374,Flughafen Zürich AG,747
29.05.19,406,408,Flughafen Zürich AG,814
30.05.19,376,388,Flughafen Zürich AG,764
31.05.19,399,398,Flughafen Zürich AG,797
01.04.19,380,377,Flughafen Zürich AG,757
02.04.19,373,372,Flughafen Zürich AG,745
03.04.19,372,374,Flughafen Zürich AG,746
04.04.19,377,376,Flughafen Zürich AG,753
05.04.19,396,395,Flughafen Zürich AG,791
06.04.19,352,355,Flughafen Zürich AG,707
07.04.19,376,377,Flughafen Zürich AG,753
08.04.19,399,387,Flughafen Zürich AG,786
09.04.19,373,383,Flughafen Zürich AG,756
10.04.19,379,378,Flughafen Zürich AG,757
11.04.19,391,386,Flughafen Zürich AG,777
12.04.19,398,401,Flughafen Zürich AG,799
13.04.19,353,358,Flughafen Zürich AG,711
14.04.19,384,377,Flughafen Zürich AG,761
15.04.19,382,389,Flughafen Zürich AG,771
16.04.19,377,370,Flughafen Zürich AG,747
17.04.19,381,388,Flughafen Zürich AG,769
18.04.19,405,417,Flughafen Zürich AG,822
19.04.19,389,395,Flughafen Zürich AG,784
20.04.19,346,349,Flughafen Zürich AG,695
21.04.19,364,364,Flughafen Zürich AG,728
22.04.19,390,379,Flughafen Zürich AG,769
23.04.19,374,368,Flughafen Zürich AG,742
24.04.19,371,370,Flughafen Zürich AG,741
25.04.19,389,391,Flughafen Zürich AG,780
26.04.19,386,393,Flughafen Zürich AG,779
27.04.19,357,359,Flughafen Zürich AG,716
28.04.19,388,381,Flughafen Zürich AG,769
29.04.19,384,381,Flughafen Zürich AG,765
30.04.19,363,366,Flughafen Zürich AG,729
01.03.19,367,368,Flughafen Zürich AG,735
02.03.19,303,303,Flughafen Zürich AG,606
03.03.19,341,342,Flughafen Zürich AG,683
04.03.19,355,348,Flughafen Zürich AG,703
05.03.19,332,320,Flughafen Zürich AG,652
06.03.19,348,350,Flughafen Zürich AG,698
07.03.19,360,357,Flughafen Zürich AG,717
08.03.19,376,370,Flughafen Zürich AG,746
09.03.19,296,304,Flughafen Zürich AG,600
10.03.19,343,350,Flughafen Zürich AG,693
11.03.19,351,347,Flughafen Zürich AG,698
12.03.19,331,326,Flughafen Zürich AG,657
13.03.19,346,348,Flughafen Zürich AG,694
14.03.19,362,364,Flughafen Zürich AG,726
15.03.19,373,365,Flughafen Zürich AG,738
16.03.19,299,302,Flughafen Zürich AG,601
17.03.19,349,349,Flughafen Zürich AG,698
18.03.19,362,366,Flughafen Zürich AG,728
19.03.19,343,337,Flughafen Zürich AG,680
20.03.19,346,359,Flughafen Zürich AG,705
21.03.19,359,359,Flughafen Zürich AG,718
22.03.19,373,365,Flughafen Zürich AG,738
23.03.19,295,304,Flughafen Zürich AG,599
24.03.19,343,345,Flughafen Zürich AG,688
25.03.19,372,360,Flughafen Zürich AG,732
26.03.19,349,349,Flughafen Zürich AG,698
27.03.19,354,357,Flughafen Zürich AG,711
28.03.19,362,356,Flughafen Zürich AG,718
29.03.19,375,380,Flughafen Zürich AG,755
30.03.19,302,307,Flughafen Zürich AG,609
31.03.19,354,358,Flughafen Zürich AG,712
01.02.19,360,351,Flughafen Zürich AG,711
02.02.19,278,282,Flughafen Zürich AG,560
03.02.19,314,328,Flughafen Zürich AG,642
04.02.19,331,323,Flughafen Zürich AG,654
05.02.19,341,325,Flughafen Zürich AG,666
06.02.19,336,345,Flughafen Zürich AG,681
07.02.19,341,344,Flughafen Zürich AG,685
08.02.19,355,361,Flughafen Zürich AG,716
09.02.19,309,298,Flughafen Zürich AG,607
10.02.19,328,337,Flughafen Zürich AG,665
11.02.19,340,340,Flughafen Zürich AG,680
12.02.19,334,322,Flughafen Zürich AG,656
13.02.19,337,351,Flughafen Zürich AG,688
14.02.19,354,360,Flughafen Zürich AG,714
15.02.19,365,364,Flughafen Zürich AG,729
16.02.19,316,309,Flughafen Zürich AG,625
17.02.19,346,349,Flughafen Zürich AG,695
18.02.19,339,340,Flughafen Zürich AG,679
19.02.19,339,336,Flughafen Zürich AG,675
20.02.19,356,354,Flughafen Zürich AG,710
21.02.19,371,369,Flughafen Zürich AG,740
22.02.19,372,380,Flughafen Zürich AG,752
23.02.19,323,317,Flughafen Zürich AG,640
24.02.19,352,354,Flughafen Zürich AG,706
25.02.19,352,351,Flughafen Zürich AG,703
26.02.19,338,330,Flughafen Zürich AG,668
27.02.19,362,370,Flughafen Zürich AG,732
28.02.19,357,364,Flughafen Zürich AG,721
01.01.19,298,294,Flughafen Zürich AG,592
02.01.19,351,353,Flughafen Zürich AG,704
03.01.19,337,336,Flughafen Zürich AG,673
04.01.19,356,358,Flughafen Zürich AG,714
05.01.19,315,317,Flughafen Zürich AG,632
06.01.19,354,355,Flughafen Zürich AG,709
07.01.19,349,348,Flughafen Zürich AG,697
08.01.19,334,320,Flughafen Zürich AG,654
09.01.19,340,341,Flughafen Zürich AG,681
10.01.19,317,319,Flughafen Zürich AG,636
11.01.19,348,348,Flughafen Zürich AG,696
12.01.19,285,293,Flughafen Zürich AG,578
13.01.19,339,339,Flughafen Zürich AG,678
14.01.19,339,339,Flughafen Zürich AG,678
15.01.19,330,325,Flughafen Zürich AG,655
16.01.19,337,347,Flughafen Zürich AG,684
17.01.19,349,347,Flughafen Zürich AG,696
18.01.19,372,374,Flughafen Zürich AG,746
19.01.19,289,298,Flughafen Zürich AG,587
20.01.19,358,355,Flughafen Zürich AG,713
21.01.19,410,386,Flughafen Zürich AG,796
22.01.19,366,339,Flughafen Zürich AG,705
23.01.19,360,357,Flughafen Zürich AG,717
24.01.19,377,394,Flughafen Zürich AG,771
25.01.19,411,447,Flughafen Zürich AG,858
26.01.19,304,300,Flughafen Zürich AG,604
27.01.19,328,336,Flughafen Zürich AG,664
28.01.19,338,343,Flughafen Zürich AG,681
29.01.19,328,318,Flughafen Zürich AG,646
30.01.19,338,336,Flughafen Zürich AG,674
31.01.19,351,353,Flughafen Zürich AG,704
