date,Departures,Arrivals,company_name,flights
2019-03-09,296,304,Flughafen Zürich AG,600
2019-03-10,343,350,Flughafen Zürich AG,693
2019-03-12,331,326,Flughafen Zürich AG,657
2019-03-13,346,348,Flughafen Zürich AG,694
2019-03-14,362,364,Flughafen Zürich AG,726
2019-03-15,373,365,Flughafen Zürich AG,738
2019-03-16,299,302,Flughafen Zürich AG,601
2019-03-17,349,349,Flughafen Zürich AG,698
2019-03-18,362,366,Flughafen Zürich AG,728
2019-03-19,343,337,Flughafen Zürich AG,680
2019-03-20,346,359,Flughafen Zürich AG,705
2019-03-22,373,365,Flughafen Zürich AG,738
2019-03-23,295,304,Flughafen Zürich AG,599
2019-03-24,343,345,Flughafen Zürich AG,688
2019-03-25,372,360,Flughafen Zürich AG,732
2019-03-26,349,349,Flughafen Zürich AG,698
2019-03-27,354,357,Flughafen Zürich AG,711
2019-03-28,362,356,Flughafen Zürich AG,718
2019-03-29,375,380,Flughafen Zürich AG,755
2019-03-30,302,307,Flughafen Zürich AG,609
2019-02-02,278,282,Flughafen Zürich AG,560
2019-02-03,314,328,Flughafen Zürich AG,642
2019-02-04,331,323,Flughafen Zürich AG,654
2019-02-05,341,325,Flughafen Zürich AG,666
2019-02-06,336,345,Flughafen Zürich AG,681
2019-02-07,341,344,Flughafen Zürich AG,685
2019-02-08,355,361,Flughafen Zürich AG,716
2019-02-09,309,298,Flughafen Zürich AG,607
2019-02-10,328,337,Flughafen Zürich AG,665
2019-02-12,334,322,Flughafen Zürich AG,656
2019-02-13,337,351,Flughafen Zürich AG,688
2019-02-14,354,360,Flughafen Zürich AG,714
2019-02-15,365,364,Flughafen Zürich AG,729
2019-02-16,316,309,Flughafen Zürich AG,625
2019-02-17,346,349,Flughafen Zürich AG,695
2019-02-18,339,340,Flughafen Zürich AG,679
2019-02-19,339,336,Flughafen Zürich AG,675
2019-02-20,356,354,Flughafen Zürich AG,710
2019-02-23,323,317,Flughafen Zürich AG,640
2019-02-24,352,354,Flughafen Zürich AG,706
2019-02-25,352,351,Flughafen Zürich AG,703
2019-02-26,338,330,Flughafen Zürich AG,668
2019-02-27,362,370,Flughafen Zürich AG,732
2019-02-28,357,364,Flughafen Zürich AG,721
2019-01-02,351,353,Flughafen Zürich AG,704
2019-01-03,337,336,Flughafen Zürich AG,673
2019-01-04,356,358,Flughafen Zürich AG,714
2019-01-05,315,317,Flughafen Zürich AG,632
2019-01-06,354,355,Flughafen Zürich AG,709
2019-01-07,349,348,Flughafen Zürich AG,697
2019-01-08,334,320,Flughafen Zürich AG,654
2019-01-09,340,341,Flughafen Zürich AG,681
2019-01-12,285,293,Flughafen Zürich AG,578
2019-01-13,339,339,Flughafen Zürich AG,678
2019-01-14,339,339,Flughafen Zürich AG,678
2019-01-15,330,325,Flughafen Zürich AG,655
2019-01-17,349,347,Flughafen Zürich AG,696
2019-01-18,372,374,Flughafen Zürich AG,746
2019-01-19,289,298,Flughafen Zürich AG,587
2019-01-20,358,355,Flughafen Zürich AG,713
2019-01-22,366,339,Flughafen Zürich AG,705
2019-01-23,360,357,Flughafen Zürich AG,717
2019-01-24,377,394,Flughafen Zürich AG,771
2019-01-25,411,447,Flughafen Zürich AG,858
2019-01-26,304,300,Flughafen Zürich AG,604
2019-01-27,328,336,Flughafen Zürich AG,664
2019-01-28,338,343,Flughafen Zürich AG,681
2019-01-29,328,318,Flughafen Zürich AG,646
2019-01-30,338,336,Flughafen Zürich AG,674
2019-01-10,342,343,Flughafen Zürich AG,685
2019-01-11,342,343,Flughafen Zürich AG,685
2019-01-16,342,343,Flughafen Zürich AG,685
2019-01-21,342,343,Flughafen Zürich AG,685
2019-01-31,342,343,Flughafen Zürich AG,685
2019-02-01,338,338,Flughafen Zürich AG,676
2019-02-11,338,338,Flughafen Zürich AG,676
2019-02-21,338,338,Flughafen Zürich AG,676
2019-02-22,338,338,Flughafen Zürich AG,676
2019-03-01,346,345,Flughafen Zürich AG,691
2019-03-02,346,345,Flughafen Zürich AG,691
2019-03-11,346,345,Flughafen Zürich AG,691
2019-03-21,346,345,Flughafen Zürich AG,691
2019-03-31,346,345,Flughafen Zürich AG,691
2019-04-01,380,380,Flughafen Zürich AG,760
2019-04-11,380,380,Flughafen Zürich AG,760
2019-04-20,380,380,Flughafen Zürich AG,760
2019-04-21,380,380,Flughafen Zürich AG,760
2019-05-01,388,388,Flughafen Zürich AG,776
2019-05-11,388,388,Flughafen Zürich AG,776
2019-05-21,388,388,Flughafen Zürich AG,776
2019-05-31,388,388,Flughafen Zürich AG,776
2019-06-01,400,401,Flughafen Zürich AG,801
2019-06-11,400,401,Flughafen Zürich AG,801
2019-06-19,400,401,Flughafen Zürich AG,801
2019-06-21,400,401,Flughafen Zürich AG,801
2019-06-25,400,401,Flughafen Zürich AG,801
2019-07-01,404,405,Flughafen Zürich AG,809
2019-07-11,404,405,Flughafen Zürich AG,809
2019-07-21,404,405,Flughafen Zürich AG,809
2019-07-31,404,405,Flughafen Zürich AG,809
2019-08-01,396,396,Flughafen Zürich AG,792
2019-08-07,396,396,Flughafen Zürich AG,792
2019-08-11,396,396,Flughafen Zürich AG,792
2019-08-18,396,396,Flughafen Zürich AG,792
2019-08-21,396,396,Flughafen Zürich AG,792
2019-08-31,396,396,Flughafen Zürich AG,792
2019-09-01,399,399,Flughafen Zürich AG,798
2019-09-11,399,399,Flughafen Zürich AG,798
2019-09-21,399,399,Flughafen Zürich AG,798
2019-10-01,381,381,Flughafen Zürich AG,762
2019-10-11,381,381,Flughafen Zürich AG,762
2019-10-12,381,381,Flughafen Zürich AG,762
2019-10-17,381,381,Flughafen Zürich AG,762
2019-10-21,381,381,Flughafen Zürich AG,762
2019-10-31,381,381,Flughafen Zürich AG,762
2019-11-01,323,323,Flughafen Zürich AG,646
2019-11-11,323,323,Flughafen Zürich AG,646
2019-11-21,323,323,Flughafen Zürich AG,646
2019-11-25,323,323,Flughafen Zürich AG,646
2019-12-01,322,321,Flughafen Zürich AG,643
2019-12-05,322,321,Flughafen Zürich AG,643
2019-12-11,322,321,Flughafen Zürich AG,643
2019-12-16,322,321,Flughafen Zürich AG,643
2019-12-21,322,321,Flughafen Zürich AG,643
2019-12-31,322,321,Flughafen Zürich AG,643
2020-01-01,326,328,Flughafen Zürich AG,654
2020-01-11,326,328,Flughafen Zürich AG,654
2020-01-13,326,328,Flughafen Zürich AG,654
2020-01-21,326,328,Flughafen Zürich AG,654
2020-01-31,326,328,Flughafen Zürich AG,654
2020-02-01,314,314,Flughafen Zürich AG,628
2020-02-11,314,314,Flughafen Zürich AG,628
2020-02-14,314,314,Flughafen Zürich AG,628
2020-02-21,314,314,Flughafen Zürich AG,628
2020-03-01,192,176,Flughafen Zürich AG,368
2020-03-11,192,176,Flughafen Zürich AG,368
2020-03-21,192,176,Flughafen Zürich AG,368
2020-03-31,192,176,Flughafen Zürich AG,368
2020-04-01,26,25,Flughafen Zürich AG,51
2020-04-11,26,25,Flughafen Zürich AG,51
2020-04-13,26,25,Flughafen Zürich AG,51
2020-04-21,26,25,Flughafen Zürich AG,51
2020-04-29,26,25,Flughafen Zürich AG,51
2020-05-01,55,37,Flughafen Zürich AG,92
2020-05-11,55,37,Flughafen Zürich AG,92
2020-05-21,55,37,Flughafen Zürich AG,92
2020-05-31,55,37,Flughafen Zürich AG,92
2020-06-01,75,74,Flughafen Zürich AG,149
2020-06-11,75,74,Flughafen Zürich AG,149
2020-06-12,75,74,Flughafen Zürich AG,149
2020-06-17,75,74,Flughafen Zürich AG,149
2020-06-21,75,74,Flughafen Zürich AG,149
2020-07-01,149,149,Flughafen Zürich AG,298
2020-07-11,149,149,Flughafen Zürich AG,298
2020-07-14,149,149,Flughafen Zürich AG,298
2020-07-21,149,149,Flughafen Zürich AG,298
2020-07-31,149,149,Flughafen Zürich AG,298
2020-08-01,165,164,Flughafen Zürich AG,329
2020-08-05,165,164,Flughafen Zürich AG,329
2020-08-10,165,164,Flughafen Zürich AG,329
2020-08-11,165,164,Flughafen Zürich AG,329
2020-08-21,165,164,Flughafen Zürich AG,329
2020-08-31,165,164,Flughafen Zürich AG,329
2020-09-01,147,149,Flughafen Zürich AG,296
2020-09-07,147,149,Flughafen Zürich AG,296
2020-09-11,147,149,Flughafen Zürich AG,296
2020-09-21,147,149,Flughafen Zürich AG,296
2020-10-01,128,128,Flughafen Zürich AG,256
2020-10-09,128,128,Flughafen Zürich AG,256
2020-10-11,128,128,Flughafen Zürich AG,256
2020-10-21,128,128,Flughafen Zürich AG,256
2020-10-31,128,128,Flughafen Zürich AG,256
2020-11-01,87,88,Flughafen Zürich AG,175
2020-11-11,87,88,Flughafen Zürich AG,175
2020-11-21,87,88,Flughafen Zürich AG,175
2020-11-23,87,88,Flughafen Zürich AG,175
2020-12-01,103,103,Flughafen Zürich AG,206
2020-12-08,103,103,Flughafen Zürich AG,206
2020-12-11,103,103,Flughafen Zürich AG,206
2020-12-21,103,103,Flughafen Zürich AG,206
2020-12-30,103,103,Flughafen Zürich AG,206
2020-12-31,103,103,Flughafen Zürich AG,206
2021-01-01,83,84,Flughafen Zürich AG,167
2021-01-10,83,84,Flughafen Zürich AG,167
2021-01-11,83,84,Flughafen Zürich AG,167
2021-01-21,83,84,Flughafen Zürich AG,167
2021-01-31,83,84,Flughafen Zürich AG,167
2021-02-01,95,72,Flughafen Zürich AG,167
2021-02-05,95,72,Flughafen Zürich AG,167
2021-02-11,95,72,Flughafen Zürich AG,167
2021-02-21,95,72,Flughafen Zürich AG,167
2021-03-01,81,82,Flughafen Zürich AG,163
2021-03-11,81,82,Flughafen Zürich AG,163
2021-03-21,81,82,Flughafen Zürich AG,163
2021-03-31,81,82,Flughafen Zürich AG,163
2021-04-01,99,100,Flughafen Zürich AG,199
2021-04-04,99,100,Flughafen Zürich AG,199
2021-04-11,99,100,Flughafen Zürich AG,199
2021-04-15,99,100,Flughafen Zürich AG,199
2021-04-21,99,100,Flughafen Zürich AG,199
2021-04-26,99,100,Flughafen Zürich AG,199
2021-05-01,119,119,Flughafen Zürich AG,238
2021-05-11,119,119,Flughafen Zürich AG,238
2021-05-21,119,119,Flughafen Zürich AG,238
2021-05-31,119,119,Flughafen Zürich AG,238
2021-06-01,160,160,Flughafen Zürich AG,320
2021-06-03,160,160,Flughafen Zürich AG,320
2021-06-08,160,160,Flughafen Zürich AG,320
2021-06-11,160,160,Flughafen Zürich AG,320
2021-06-14,160,160,Flughafen Zürich AG,320
2021-06-21,160,160,Flughafen Zürich AG,320
2021-07-01,235,235,Flughafen Zürich AG,470
2021-07-11,235,235,Flughafen Zürich AG,470
2021-07-21,235,235,Flughafen Zürich AG,470
2021-07-31,235,235,Flughafen Zürich AG,470
2021-08-01,250,250,Flughafen Zürich AG,500
2021-08-02,250,250,Flughafen Zürich AG,500
2021-08-11,250,250,Flughafen Zürich AG,500
2021-08-21,250,250,Flughafen Zürich AG,500
